98,AS,ANC,SEA,N407AS,21,2018-12-13T18:54:00,-11,169,0
2336,AA,LAX,PBI,N3KUAA,12,2018-06-17T02:40:59,-8,263,0
840,US,SFO,CLT,N171US,16,2018-06-05T17:26:05,-2,266,0
258,AA,LAX,MIA,N3HYAA,15,2018-12-19T18:57:23,-5,258,0
135,AS,SEA,ANC,N527AS,11,2018-11-23T03:42:15,-1,199,0
806,DL,SFO,MSP,N3730B,18,2018-03-27T05:15:48,-5,206,1
612,NK,LAS,MSP,N635NK,11,2018-05-14T18:43:19,-6,154,0
2013,US,LAX,CLT,N584UW,13,2018-10-09T15:35:09,14,228,1
1112,AA,SFO,DFW,N3LAAA,17,2018-03-25T09:33:48,-11,173,0
1173,DL,LAS,ATL,N826DN,12,2018-02-21T11:01:08,3,186,0
2336,DL,DEN,ATL,N958DN,12,2018-12-09T08:56:58,-6,133,0
1674,AA,LAS,MIA,N853AA,21,2018-02-16T16:51:35,-8,238,1
1434,DL,LAX,MSP,N547US,18,2018-01-01T13:23:29,0,188,0
2324,DL,SLC,ATL,N3751B,18,2018-05-13T13:32:35,-6,176,0
2440,DL,SEA,MSP,N651DL,28,2018-02-26T07:46:27,-1,166,1
108,AS,ANC,SEA,N309AS,17,2018-10-15T14:32:06,-4,173,0
1560,DL,ANC,SEA,N3743H,25,2018-06-25T14:24:41,-14,171,0
1197,UA,SFO,IAH,N78448,11,2018-02-20T14:44:08,-6,199,0
122,AS,ANC,PDX,N413AS,11,2018-02-16T16:50:04,-4,187,0
1670,DL,PDX,MSP,N806DN,9,2018-09-27T10:31:09,-5,171,0
520,NK,LAS,MCI,N525NK,11,2018-05-31T21:22:09,25,128,0
371,AA,SEA,MIA,N3GXAA,30,2018-06-21T05:32:21,-8,311,0
214,NK,LAS,DFW,N632NK,13,2018-05-23T04:32:49,-1,128,0
115,AA,LAX,MIA,N3CTAA,14,2018-10-29T15:02:01,-2,255,0
1450,DL,LAS,MSP,N671DN,11,2018-11-13T19:15:46,-3,150,0
1545,UA,LAX,IAH,N76517,11,2018-01-17T13:57:12,-3,156,0
130,AS,FAI,SEA,N457AS,25,2018-04-02T15:32:02,-8,186,0
597,NK,MSP,FLL,N528NK,14,2018-02-28T18:48:13,12,166,0
413,US,LAS,CLT,N571UW,12,2018-05-22T10:51:02,-10,205,0
2392,AA,DEN,MIA,N3HRAA,12,2018-01-17T00:05:46,21,188,0
168,NK,PHX,ORD,N629NK,9,2018-02-19T08:34:07,72,156,0
2211,AA,PHX,MIA,N3CGAA,10,2018-07-20T02:51:02,-11,217,0
136,AS,ANC,SEA,N431AS,0,2018-01-11T04:10:13,0,0,1
95,DL,SLC,ATL,N320US,43,2018-10-02T16:13:03,-6,182,1
298,NK,LAS,IAH,N514NK,10,2018-09-22T21:27:05,-4,148,0
17,HA,LAS,HNL,N389HA,16,2018-04-12T09:02:31,0,361,0
617,US,ANC,PHX,N804AW,21,2018-03-07T05:44:33,-9,298,0
1528,UA,SJU,EWR,N76519,12,2018-07-23T08:11:38,3,220,0
134,AS,ANC,SEA,N464AS,17,2018-03-03T01:41:14,-15,170,0
304,B6,SJU,JFK,N607JB,12,2018-03-24T14:44:56,-2,231,0
451,NK,PBG,FLL,N633NK,10,2018-01-15T00:53:49,-16,174,0
972,NK,PHX,DFW,N606NK,11,2018-03-12T04:47:59,-1,103,0
2459,AA,PHX,DFW,N3BDAA,0,2018-09-13T02:31:04,0,0,1
144,AS,ANC,PDX,N514AS,24,2018-04-14T03:13:36,-10,182,0
647,NK,IAG,FLL,N630NK,21,2018-07-21T02:41:59,-5,149,0
1990,B6,SJU,EWR,N597JB,19,2018-11-06T17:03:16,-14,239,0
699,US,PHX,CLT,N172US,10,2018-05-24T17:35:08,-11,183,0
114,AS,ANC,SEA,N303AS,15,2018-02-14T16:12:44,-11,176,0
668,B6,PSE,MCO,N653JB,10,2018-01-07T16:39:53,-7,169,0
1162,UA,BQN,EWR,N37293,14,2018-07-12T08:57:22,-1,225,0
1030,B6,BQN,MCO,N239JB,25,2018-08-23T11:23:52,-3,160,0
262,B6,SJU,BOS,N627JB,14,2018-12-04T22:18:25,-14,224,0
2134,B6,SJU,MCO,N307JB,9,2018-06-17T08:07:21,95,163,0
730,B6,BQN,MCO,N621JB,11,2018-01-17T10:40:45,4,148,0
768,B6,PSE,MCO,N317JB,24,2018-05-10T11:30:06,-11,166,0
2276,B6,SJU,BDL,N646JB,15,2018-04-27T18:57:17,72,237,0
602,US,ORD,PHX,N197UW,12,2018-03-13T21:59:14,-1,214,0
695,AS,GEG,SEA,N607AS,22,2018-09-18T10:48:27,-4,39,0
102,HA,HNL,ITO,N492HA,10,2018-11-04T01:22:23,-8,35,0
5467,OO,ONT,SFO,N701BR,19,2018-10-19T07:50:07,13,61,0
108,HA,HNL,KOA,N476HA,12,2018-11-18T21:44:07,-1,30,0
730,AS,ANC,SEA,N423AS,16,2018-03-29T18:29:06,-8,179,0
206,HA,HNL,OGG,N484HA,10,2018-09-04T13:14:06,-11,20,0
1500,UA,ORD,IAH,N30401,23,2018-05-26T00:00:30,4,147,0
1323,AA,MCO,MIA,N3CXAA,14,2018-06-24T00:23:04,-3,38,0
103,NK,BOS,MYR,N616NK,16,2018-06-17T07:41:01,-4,112,0
7404,OO,HIB,MSP,N8982A,37,2018-10-12T07:13:58,-10,35,0
7419,OO,ABR,MSP,N445SW,21,2018-05-26T01:20:08,-2,41,0
5254,OO,MAF,IAH,N746SK,0,2018-08-31T02:20:57,0,0,1
480,US,SEA,PHX,N676AW,15,2018-05-03T18:43:57,-5,146,0
1057,AA,DFW,MIA,N3ASAA,15,2018-10-17T07:23:42,108,133,0
2454,AA,BOS,MIA,N3ETAA,14,2018-08-23T02:31:24,-5,182,0
4354,EV,MKE,IAH,N12142,12,2018-12-11T13:47:58,2,163,0
425,US,PDX,PHX,N174US,13,2018-01-18T05:57:18,60,132,0
89,AA,IAH,MIA,N3KVAA,19,2018-06-14T22:50:38,58,111,0
2099,DL,BNA,DTW,N355NW,30,2018-09-11T22:49:31,-9,66,0
4685,EV,BRO,IAH,N26545,15,2018-04-15T18:38:02,-3,49,0
5583,EV,VPS,ATL,N882AS,9,2018-03-29T14:14:56,-6,42,0
5484,OO,BOI,SFO,N824AS,24,2018-04-22T05:33:30,5,79,0
7370,OO,BJI,MSP,N432SW,31,2018-07-20T03:40:58,-3,34,0
103,HA,HNL,LIH,N477HA,7,2018-09-08T16:33:17,-10,21,0
5187,EV,BNA,ATL,N720EV,32,2018-12-21T23:37:57,0,35,0
2859,MQ,SGF,DFW,N660MQ,0,2018-05-18T20:49:18,0,0,1
1201,UA,PHL,IAH,N79521,12,2018-11-05T14:48:03,2,210,0
1221,UA,PDX,DEN,N37281,9,2018-10-26T01:00:15,4,125,0
1607,UA,SEA,DEN,N36476,10,2018-05-03T18:12:11,-1,138,0
328,AA,DEN,DFW,N4XKAA,32,2018-09-29T02:43:46,53,96,0
5764,EV,SBN,ORD,N832AS,12,2018-12-09T23:17:57,-3,22,0
1279,F9,PHL,MCO,N918FR,12,2018-08-25T03:31:55,-4,128,0
409,NK,ORD,FLL,N509NK,12,2018-01-27T17:22:34,-4,149,0
5460,OO,RDD,SFO,N583SW,0,2018-06-03T15:31:31,0,0,1
6391,OO,EUG,DEN,N593ML,26,2018-05-17T22:08:50,-4,143,0
1532,UA,SFO,DEN,N77066,15,2018-04-02T06:28:21,19,127,0
1167,UA,ORD,DEN,N66837,10,2018-03-13T05:18:22,7,142,0
1012,UA,IAD,IAH,N17245,12,2018-09-22T21:27:05,6,194,0
2001,B6,BUF,JFK,N358JB,17,2018-04-12T09:02:31,-5,56,0
2807,B6,PWM,JFK,N190JB,13,2018-03-07T05:44:33,-7,50,0
2023,B6,JFK,SJU,N324JB,13,2018-07-23T08:11:38,43,184,0
4557,EV,CRP,IAH,N12967,12,2018-03-03T01:41:14,-12,33,0
